id,조합상세,사용된 아이템,사용된 챔프,분해된 아이템,조합이름
58,"4 신성,3 처형자,3 조율자,3 결투가,2 영혼,2 신비술사,1 황제,1 추방자,1 닌자","구원,지크의 전령,지크의 전령,스태틱의 단검,라바돈의 죽음모자,정의의 손길,결투가의 열정,용의 발톱,태양불꽃 망토,도적의 장갑,모렐로노미콘,이온 충격기","잭스,유미,이렐리아,킨드레드,쉔,케일,리 신,요네,아지르","3연습용 장갑,4쓸데없이 큰 지팡이,3음전자 망토,1뒤집개,3여신의 눈물,2곡궁,5거인의 허리띠,2B.F. 대검,1쇠사슬 조끼",싸움꾼
59,"4 선지자,3 조율자,2 흡수자,2 암살자,2 신성,2 신비술사,1 황제,1 추방자,1 닌자","모렐로노미콘,라바돈의 죽음모자,덤불 조끼,거인 학살자,수호 천사,스태틱의 단검,수호 천사,수호 천사,스태틱의 단검","잔나,파이크,이렐리아,모르가나,쉔,탈론,리 신,아지르,요네","3쓸데없이 큰 지팡이,2여신의 눈물,3곡궁,1거인의 허리띠,4B.F. 대검,5쇠사슬 조끼",선봉학살올라프
60,"4 조율자,4 선지자,2 흡수자,2 암살자,2 신성,2 신비술사,1 추방자,1 닌자","이온 충격기,구원,용의 발톱,정의의 손길,모렐로노미콘,정의의 손길,정의의 손길,무한의 대검","나서스,잔나,파이크,이렐리아,모르가나,쉔,탈론,요네","4연습용 장갑,2쓸데없이 큰 지팡이,3음전자 망토,4여신의 눈물,2거인의 허리띠,1B.F. 대검",귀감
61,"9 용의 영혼,2 선봉대,1 황제","루덴의 메아리,수호 천사,루덴의 메아리,태양불꽃 망토,구인수의 격노검,보석 건틀릿,수호 천사,수호자의 흉갑,용의 정령,도적의 장갑,즈롯 차원문","트리스타나,브랜드,브라움,쉬바나,아우렐리온 솔,올라프,아지르,스웨인","3연습용 장갑,5쓸데없이 큰 지팡이,2뒤집개,2여신의 눈물,2곡궁,2거인의 허리띠,2B.F. 대검,4쇠사슬 조끼",처형자나무정령
62,"6 신성,3 처형자,2 영혼,2 귀감,1 황제","피바라기,대자연의 힘,구원,신성의 검,스태틱의 단검,모렐로노미콘,신성의 검,구인수의 격노검,수호 천사,정의의 손길","잭스,유미,이렐리아,킨드레드,자야,세주아니,케일,아지르","1연습용 장갑,2쓸데없이 큰 지팡이,1음전자 망토,4뒤집개,3여신의 눈물,2곡궁,2거인의 허리띠,4B.F. 대검,1쇠사슬 조끼",흡수자선지자
63,"3 학살자,3 용의 영혼,2 흡수자,2 신성,2 선봉대,2 결투가,1 추방자","모렐로노미콘,이온 충격기,최후의 속삭임,수호 천사,죽음의 검,정의의 손길,지크의 전령,지크의 전령,이온 충격기,용의 발톱","나서스,브라움,올라프,세주아니,트린다미어,리 신,스웨인,요네","2연습용 장갑,3쓸데없이 큰 지팡이,4음전자 망토,1여신의 눈물,1곡궁,3거인의 허리띠,5B.F. 대검,1쇠사슬 조끼",흡수자선지자
64,"4 신성,3 조율자,2 처형자,2 신비술사,2 결투가,1 추방자,1 닌자","모렐로노미콘,수호 천사,무한의 대검,정의의 손길,마법공학 총검,수호 천사,구인수의 격노검,구인수의 격노검","잭스,이렐리아,세주아니,쉔,자야,케일,리 신,요네","2연습용 장갑,4쓸데없이 큰 지팡이,1여신의 눈물,2곡궁,1거인의 허리띠,4B.F. 대검,2쇠사슬 조끼",선봉학살올라프
65,"6 광신도,2 영혼,2 신비술사,2 선봉대,2 명사수,2 귀감,1 황제","지크의 전령,지크의 전령,최후의 속삭임,수호 천사,수은,태양불꽃 망토,고속 연사포,모렐로노미콘,수호자의 흉갑","엘리스,블라디미르,티모,유미,시비르,아트록스,아지르,질리언","2연습용 장갑,1쓸데없이 큰 지팡이,1음전자 망토,1뒤집개,3곡궁,4거인의 허리띠,3B.F. 대검,3쇠사슬 조끼",영혼시비르
66,"4 선지자,2 흡수자,2 암살자,2 선봉대,1 황제","모렐로노미콘,정의의 손길,요우무의 유령검,워모그의 갑옷,구원,거인 학살자,피바라기,거인 학살자,죽음의 검","이렐리아,모르가나,세주아니,아트록스,탈론,스웨인,아지르,질리언","2연습용 장갑,1쓸데없이 큰 지팡이,1음전자 망토,1뒤집개,2여신의 눈물,2곡궁,4거인의 허리띠,5B.F. 대검",선봉학살올라프
67,"4 처형자,4 신성,2 조율자,2 영혼,2 신비술사,2 결투가,1 닌자","지크의 전령,덤불 조끼,태양불꽃 망토,덫 발톱,수호 천사,정의의 손길,거인의 결의,수은,라바돈의 죽음모자,덫 발톱,워모그의 갑옷","잭스,유미,이렐리아,킨드레드,쉔,자야,케일,리 신","4연습용 장갑,2쓸데없이 큰 지팡이,1음전자 망토,1여신의 눈물,1곡궁,6거인의 허리띠,2B.F. 대검,5쇠사슬 조끼",선봉신비우화
68,"6 용의 영혼,3 학살자,3 선봉대,2 명사수,1 무모한 자","침묵의 장막,덫 발톱,정의의 손길,죽음의 검,용의 정령,고속 연사포,수호 천사","트리스타나,브라움,쉬바나,트린다미어,세주아니,올라프,사미라,스웨인","3연습용 장갑,1쓸데없이 큰 지팡이,1뒤집개,1여신의 눈물,2곡궁,1거인의 허리띠,3B.F. 대검,2쇠사슬 조끼",나무정령
69,"4 선봉대,3 학살자,3 용의 영혼,3 광신도,2 흡수자,2 명사수,1 무모한 자","모렐로노미콘,스태틱의 단검,이온 충격기,침묵의 장막,침묵의 장막,정의의 손길,무한의 대검,가고일 돌갑옷,피바라기,최후의 속삭임,무한의 대검,정의의 손길","브라움,파이크,시비르,모르가나,세주아니,아트록스,올라프,사미라,스웨인","7연습용 장갑,2쓸데없이 큰 지팡이,3음전자 망토,3여신의 눈물,2곡궁,1거인의 허리띠,3B.F. 대검,3쇠사슬 조끼",귀감
70,"3 학살자,3 용의 영혼,2 선봉대,2 결투가,1 추방자,1 우두머리","구원,수호 천사,정의의 손길,루난의 허리케인,덤불 조끼,워모그의 갑옷,지크의 전령,구원,모렐로노미콘,침묵의 장막","브라움,파이크,세주아니,올라프,트린다미어,리 신,세트,요네","2연습용 장갑,1쓸데없이 큰 지팡이,1음전자 망토,3여신의 눈물,1곡궁,6거인의 허리띠,2B.F. 대검,4쇠사슬 조끼",처형자나무정령
71,"4 선지자,3 조율자,2 흡수자,2 암살자,2 신성,2 신비술사,1 추방자,1 닌자","힘의 성배,힘의 성배,모렐로노미콘,침묵의 장막,최후의 속삭임,수호 천사,거인 학살자,최후의 속삭임,거인의 결의,용의 발톱,라바돈의 죽음모자","파이크,이렐리아,모르가나,쉔,탈론,요네,질리언,리 신,스웨인","3연습용 장갑,3쓸데없이 큰 지팡이,4음전자 망토,2여신의 눈물,4곡궁,1거인의 허리띠,2B.F. 대검,3쇠사슬 조끼",요술사
72,"4 명사수,3 대장군,3 광신도,2 영혼,2 신비술사,1 황제,1 우두머리","피바라기,모렐로노미콘,침묵의 장막,수은,최후의 속삭임,고속 연사포,스태틱의 단검,대장군의 깃발,이온 충격기","니달리,티모,파이크,유미,시비르,아지르,질리언,세트","3연습용 장갑,2쓸데없이 큰 지팡이,3음전자 망토,1뒤집개,1여신의 눈물,4곡궁,2거인의 허리띠,1B.F. 대검,1쇠사슬 조끼",광신도
73,"4 처형자,4 신성,2 조율자,2 영혼,2 신비술사,2 선봉대,1 닌자","보석 건틀릿,신성의 검,정의의 손길,거인 학살자,고속 연사포,수은,구인수의 격노검","오공,유미,이렐리아,킨드레드,쉔,자야,세주아니,케일","3연습용 장갑,2쓸데없이 큰 지팡이,1음전자 망토,1뒤집개,1여신의 눈물,4곡궁,2B.F. 대검",결투가
74,"4 영혼,3 학살자,2 암살자,2 신비술사,1 추방자,1 닌자","구원,모렐로노미콘,이온 충격기,얼어붙은 심장,고속 연사포,수호 천사,수은,푸른 파수꾼,정의의 손길,강철의 솔라리 펜던트,구원","다이애나,티모,파이크,제드,유미,킨드레드,요네,질리언","2연습용 장갑,3쓸데없이 큰 지팡이,2음전자 망토,6여신의 눈물,2곡궁,3거인의 허리띠,1B.F. 대검,3쇠사슬 조끼",처형자조율자신성
75,"6 선봉대,3 학살자,3 용의 영혼,2 결투가,1 대장장이","덤불 조끼,모렐로노미콘,워모그의 갑옷,고속 연사포,결투가의 열정,용의 발톱,수호자의 흉갑","오공,브라움,세주아니,아우렐리온 솔,아트록스,올라프,트린다미어,오른","1쓸데없이 큰 지팡이,2음전자 망토,2뒤집개,3곡궁,3거인의 허리띠,3쇠사슬 조끼",광신도
76,"4 처형자,3 조율자,2 영혼,2 신성,2 신비술사,2 귀감,1 황제,1 추방자,1 대장장이,1 닌자","모렐로노미콘,푸른 파수꾼,강철의 솔라리 펜던트,수호 천사,피바라기,수은,고속 연사포,보석 건틀릿,힘의 성배,무한의 대검","유미,이렐리아,킨드레드,쉔,자야,케일,요네,아지르,오른","3연습용 장갑,3쓸데없이 큰 지팡이,3음전자 망토,3여신의 눈물,2곡궁,1거인의 허리띠,3B.F. 대검,2쇠사슬 조끼",귀감
77,"6 대장군,4 명사수,2 선봉대,2 귀감,1 황제,1 무모한 자","침묵의 장막,쇼진의 창,보석 건틀릿,라바돈의 죽음모자,지크의 전령,정의의 손길,침묵의 장막,구원,루난의 허리케인","가렌,니달리,트리스타나,바이,자르반 4세,티모,세주아니,사미라,아지르","4연습용 장갑,3쓸데없이 큰 지팡이,1음전자 망토,3여신의 눈물,1곡궁,2거인의 허리띠,2B.F. 대검,2쇠사슬 조끼",처형자나무정령
78,"3 학살자,3 용의 영혼,3 선봉대,3 광신도,2 결투가","모렐로노미콘,강철의 솔라리 펜던트,고속 연사포,죽음의 검,루난의 허리케인,정의의 손길,정의의 손길,지크의 전령,마법공학 총검","브라움,파이크,세주아니,아우렐리온 솔,아트록스,올라프,트린다미어,리 신","2연습용 장갑,3쓸데없이 큰 지팡이,1음전자 망토,2여신의 눈물,3곡궁,2거인의 허리띠,4B.F. 대검,1쇠사슬 조끼",처형자조율자신성
79,"6 암살자,4 닌자","지크의 전령,수은,얼어붙은 심장,서풍,수호 천사,강철의 솔라리 펜던트,무한의 대검,정의의 손길,고속 연사포,피바라기,무한의 대검","다이애나,제드,파이크,카타리나,케넨,아칼리,쉔,탈론","4연습용 장갑,1쓸데없이 큰 지팡이,3음전자 망토,2여신의 눈물,2곡궁,2거인의 허리띠,5B.F. 대검,3쇠사슬 조끼",선봉학살올라프
80,"3 학살자,3 광신도,2 조율자,2 신비술사,2 선봉대,2 명사수,1 무모한 자,1 닌자","지크의 전령,얼어붙은 심장,모렐로노미콘,수호 천사,용의 발톱,거인 학살자,수호 천사,최후의 속삭임,정의의 손길","파이크,티모,아트록스,세주아니,쉔,올라프,사미라,질리언","2연습용 장갑,1쓸데없이 큰 지팡이,2음전자 망토,2여신의 눈물,2곡궁,2거인의 허리띠,4B.F. 대검,3쇠사슬 조끼",선봉학살올라프
81,"6 용의 영혼,3 학살자,2 신성,2 명사수,2 결투가,1 무모한 자","서풍,워모그의 갑옷,서풍,쇼진의 창,정의의 손길,수호 천사,정의의 손길,용의 정령,수호 천사,모렐로노미콘,용의 발톱","트리스타나,브라움,쉬바나,올라프,트린다미어,리 신,리 신,사미라,스웨인","2연습용 장갑,2쓸데없이 큰 지팡이,4음전자 망토,1뒤집개,3여신의 눈물,5거인의 허리띠,3B.F. 대검,2쇠사슬 조끼",귀감
82,"4 신성,3 처형자,3 조율자,2 영혼,2 신비술사,1 닌자","루덴의 메아리,힘의 성배,모렐로노미콘,보석 건틀릿,수은,고속 연사포,도적의 장갑,정의의 손길,서풍","오공,잭스,유미,이렐리아,킨드레드,자야,케일,쉔","5연습용 장갑,3쓸데없이 큰 지팡이,3음전자 망토,2곡궁,2거인의 허리띠,3여신의 눈물",싸움꾼
83,"7 용의 영혼,3 요술사,2 흡수자,1 황제","정의의 손길,푸른 파수꾼,수은,루난의 허리케인,거인의 결의,덤불 조끼,거인의 결의,모렐로노미콘,용의 정령","나서스,브랜드,브라움,쉬바나,아우렐리온 솔,올라프,스웨인,아지르","2연습용 장갑,2쓸데없이 큰 지팡이,2음전자 망토,1뒤집개,3곡궁,1거인의 허리띠,3여신의 눈물,4쇠사슬 조끼",귀감
84,"7 요술사,3 용의 영혼,1 추방자,1 우두머리","쇼진의 창,루덴의 메아리,거인 학살자,수은,침묵의 장막,이온 충격기,쇼진의 창","트위스티드 페이트,브랜드,룰루,애니,베이가,아우렐리온 솔,세트,스웨인,요네,리 신","2연습용 장갑,2쓸데없이 큰 지팡이,2음전자 망토,3여신의 눈물,1곡궁,3B.F. 대검,1쇠사슬 조끼",귀감
85,"6 대장군,2 선봉대,2 명사수,1 추방자","쇼진의 창,라바돈의 죽음모자,라바돈의 죽음모자,수호 천사,무한의 대검,거인 학살자,용의 발톱","가렌,니달리,자르반 4세,시비르,카타리나,세주아니,트린다미어,요네","1연습용 장갑,4쓸데없이 큰 지팡이,2음전자 망토,1여신의 눈물,1곡궁,4B.F. 대검,1쇠사슬 조끼",흡수자선지자
86,"4 처형자,2 영혼,2 신성,2 신비술사,2 선봉대,1 닌자","푸른 파수꾼,지크의 전령,지크의 전령,지크의 전령,가고일 돌갑옷,모렐로노미콘,덤불 조끼,거인 학살자,구인수의 격노검,수호 천사,구원","유미,킨드레드,세주아니,쉔,아트록스,자야,케일,리 신","2쓸데없이 큰 지팡이,1음전자 망토,3여신의 눈물,2곡궁,5거인의 허리띠,5B.F. 대검,4쇠사슬 조끼",선봉학살올라프
87,"6 용의 영혼,3 학살자,3 요술사,2 선봉대,2 명사수,1 황제,1 무모한 자","강철의 솔라리 펜던트,침묵의 장막,푸른 파수꾼,거인 학살자,정의의 손길,루난의 허리케인,요술사의 모자,최후의 속삭임,정의의 손길,수호 천사","트리스타나,브랜드,브라움,쉬바나,세주아니,아우렐리온 솔,올라프,아지르,사미라","4연습용 장갑,1쓸데없이 큰 지팡이,1음전자 망토,1뒤집개,5여신의 눈물,3곡궁,2B.F. 대검,3쇠사슬 조끼",결투가
88,"7 요술사,3 용의 영혼","힘의 성배,마법공학 총검,힘의 성배,가고일 돌갑옷,즈롯 차원문,수은,덫 발톱,힘의 성배,덫 발톱,죽음의 검","브랜드,트위스티드 페이트,룰루,애니,베이가,아우렐리온 솔,리 신,리 신,스웨인","3연습용 장갑,1쓸데없이 큰 지팡이,5음전자 망토,3여신의 눈물,1곡궁,3거인의 허리띠,3B.F. 대검,1쇠사슬 조끼",귀감
89,"5 학살자,3 용의 영혼,2 선봉대","침묵의 장막,루덴의 메아리,덤불 조끼,마법공학 총검,고속 연사포,루난의 허리케인,최후의 속삭임","브라움,파이크,다리우스,쉬바나,세주아니,모르가나,올라프,트린다미어","2연습용 장갑,2쓸데없이 큰 지팡이,1음전자 망토,1여신의 눈물,4곡궁,1B.F. 대검,3쇠사슬 조끼",대장군학살자
90,"3 처형자,3 선봉대,2 영혼,2 신성,2 신비술사,2 결투가,1 닌자","침묵의 장막,거인 학살자,결투가의 열정,마법공학 총검,태양불꽃 망토,용의 발톱,서풍","유미,킨드레드,세주아니,쉔,아트록스,자야,케일,리 신","1연습용 장갑,1쓸데없이 큰 지팡이,3음전자 망토,1뒤집개,2곡궁,2거인의 허리띠,2B.F. 대검,2쇠사슬 조끼",광신도
91,"9 나무정령,3 싸움꾼,2 귀감,1 우두머리,1 대장장이","태양불꽃 망토,요우무의 유령검,정의의 손길,정의의 손길,수호 천사,나무정령 새싹,이온 충격기,루덴의 메아리","마오카이,라칸,룰루,누누와 윌럼프,베이가,자야,세트,오른","3연습용 장갑,2쓸데없이 큰 지팡이,2음전자 망토,2뒤집개,3여신의 눈물,1거인의 허리띠,1B.F. 대검,2쇠사슬 조끼",귀감
92,"4 신성,3 조율자,2 처형자,2 영혼,2 신비술사,1 추방자,1 닌자","지크의 전령,지크의 전령,고속 연사포,수은,정의의 손길,수호 천사,침묵의 장막","잭스,유미,이렐리아,킨드레드,쉔,세주아니,케일,요네","3연습용 장갑,1음전자 망토,1여신의 눈물,2곡궁,2거인의 허리띠,3B.F. 대검,2쇠사슬 조끼",선봉학살올라프
93,"4 처형자,3 조율자,3 신성,2 영혼,2 신비술사,1 추방자,1 닌자","지크의 전령,힘의 성배,힘의 성배,힘의 성배,얼어붙은 심장,고속 연사포,거인 학살자,수은","유미,이렐리아,킨드레드,자야,세주아니,쉔,케일,리 신,요네","1연습용 장갑,4음전자 망토,4여신의 눈물,3곡궁,1거인의 허리띠,2B.F. 대검,1쇠사슬 조끼",처형자신성
