id,조합상세,사용된 아이템,사용된 챔프,분해된 아이템,조합이름
58,"4 명사수,3 용의 영혼,2 영혼,2 신성,1 황제,1 무모한 자","구인수의 격노검,구인수의 격노검,수은,침묵의 장막,정의의 손길,신성의 검,용의 발톱,푸른 파수꾼","트리스타나,브라움,티모,시비르,유미,리 신,사미라,아지르","1B.F. 대검,1뒤집개,2쓸데없이 큰 지팡이,1쇠사슬 조끼,2곡궁,3음전자 망토,3여신의 눈물,3연습용 장갑",싸움꾼
59,"4 신비술사,4 선봉대,3 우화,1 닌자","거인의 결의,덤불 조끼,이온 충격기,무한의 대검,마법공학 총검,라바돈의 죽음모자,수호 천사,도적의 장갑,워모그의 갑옷,지크의 전령,구원","노틸러스,브라움,유미,니코,세주아니,쉔,아트록스,질리언","4B.F. 대검,4거인의 허리띠,4쓸데없이 큰 지팡이,4쇠사슬 조끼,1곡궁,1음전자 망토,1여신의 눈물,3연습용 장갑",선봉신비우화
60,"4 흡수자,4 선지자,3 조율자,2 신성,2 신비술사,1 추방자,1 닌자","고속 연사포,즈롯 차원문,태양불꽃 망토,무한의 대검,정의의 손길,피바라기,루덴의 메아리,모렐로노미콘,용의 발톱,라바돈의 죽음모자,거인 학살자,구원","나서스,잔나,이렐리아,쉔,탈론,모르가나,스웨인,요네","3B.F. 대검,4거인의 허리띠,4쓸데없이 큰 지팡이,1쇠사슬 조끼,4곡궁,3음전자 망토,3여신의 눈물,2연습용 장갑",처형자신성
61,"6 나무정령,5 요술사,3 용의 영혼,2 흡수자,1 대장장이","도적의 장갑,보석 건틀릿,푸른 파수꾼,요우무의 유령검,나무정령 새싹,마법공학 총검,수호 천사,쇼진의 창,덫 발톱,즈롯 차원문,정의의 손길,거인의 결의","브랜드,룰루,누누와 윌럼프,베이가,모르가나,아우렐리온 솔,자야,스웨인,오른","3B.F. 대검,2뒤집개,2거인의 허리띠,2쓸데없이 큰 지팡이,2쇠사슬 조끼,2곡궁,1음전자 망토,4여신의 눈물,6연습용 장갑",나무정령
62,"4 신비술사,4 선지자,2 흡수자,2 조율자,2 암살자,1 닌자","모렐로노미콘,모렐로노미콘,보석 건틀릿,도적의 장갑,태양불꽃 망토,무한의 대검,최후의 속삭임,정의의 손길,거인의 결의,태양불꽃 망토","잔나,파이크,유미,이렐리아,모르가나,쉔,탈론,스웨인","1B.F. 대검,4거인의 허리띠,3쓸데없이 큰 지팡이,3쇠사슬 조끼,2곡궁,1여신의 눈물,6연습용 장갑",처형자나무정령
63,"3 학살자,3 용의 영혼,3 광신도,2 흡수자,2 선봉대,2 명사수,1 무모한 자","힘의 성배,정의의 손길,수은,수호 천사,최후의 속삭임,용의 정령","파이크,시비르,아트록스,올라프,모르가나,세주아니,사미라,스웨인","1B.F. 대검,1뒤집개,1쓸데없이 큰 지팡이,1쇠사슬 조끼,1곡궁,2음전자 망토,2여신의 눈물,3연습용 장갑",결투가
64,"4 선봉대,3 학살자,3 용의 영혼,3 광신도,2 결투가,1 추방자","태양불꽃 망토,서풍,도적의 장갑,정의의 손길,정의의 손길,수호 천사,지크의 전령","트리스타나,브라움,파이크,칼리스타,세주아니,아트록스,올라프,트린다미어,요네","2B.F. 대검,3거인의 허리띠,2쇠사슬 조끼,1음전자 망토,2여신의 눈물,4연습용 장갑",처형자나무정령
65,"8 결투가,3 학살자,3 광신도,2 신성,2 신비술사,1 추방자","덫 발톱,결투가의 열정,가고일 돌갑옷,거인의 결의,수호 천사,최후의 속삭임,용의 발톱,결투가의 열정,모렐로노미콘,수호 천사","야스오,파이크,잭스,유미,칼리스타,올라프,트린다미어,질리언,리 신","2B.F. 대검,2뒤집개,2거인의 허리띠,1쓸데없이 큰 지팡이,4쇠사슬 조끼,4곡궁,3음전자 망토,2연습용 장갑",광신도
66,"6 귀감,3 나무정령,1 황제,1 추방자,1 닌자","힘의 성배,수호 천사,모렐로노미콘,마법공학 총검,정의의 손길,루난의 허리케인,최후의 속삭임,덫 발톱,루난의 허리케인,구원,거인의 결의,구원","라칸,자르반 4세,누누와 윌럼프,케넨,자야,리 신,요네,아지르","2B.F. 대검,4거인의 허리띠,2쓸데없이 큰 지팡이,2쇠사슬 조끼,4곡궁,3음전자 망토,4여신의 눈물,3연습용 장갑",처형자신성
67,"6 대장군,2 암살자,2 귀감,2 결투가,1 황제,1 추방자,1 우두머리","마법공학 총검,정의의 손길,수은,거인 학살자,스태틱의 단검,피바라기,푸른 파수꾼,가고일 돌갑옷,거인의 결의,라바돈의 죽음모자,모렐로노미콘","니달리,자르반 4세,카타리나,탈론,트린다미어,아지르,리 신,세트,요네","3B.F. 대검,1거인의 허리띠,4쓸데없이 큰 지팡이,2쇠사슬 조끼,3곡궁,3음전자 망토,4여신의 눈물,2연습용 장갑",귀감
68,"4 선지자,3 조율자,2 흡수자,2 암살자,2 신비술사,1 황제,1 추방자,1 닌자","수호자의 흉갑,최후의 속삭임,피바라기,수호 천사,덤불 조끼,모렐로노미콘,용의 발톱,정의의 손길,마법공학 총검,푸른 파수꾼","잔나,파이크,이렐리아,쉔,탈론,모르가나,아지르,요네","3B.F. 대검,1뒤집개,1거인의 허리띠,2쓸데없이 큰 지팡이,4쇠사슬 조끼,1곡궁,3음전자 망토,3여신의 눈물,2연습용 장갑",귀감
69,"4 선봉대,3 학살자,3 용의 영혼,3 광신도,2 명사수,2 결투가,1 황제,1 무모한 자","침묵의 장막,모렐로노미콘,구원,루난의 허리케인,죽음의 검,덤불 조끼,지크의 전령,수호자의 흉갑,고속 연사포","트리스타나,브라움,칼리스타,세주아니,아트록스,올라프,트린다미어,아지르,사미라","3B.F. 대검,1뒤집개,3거인의 허리띠,1쓸데없이 큰 지팡이,4쇠사슬 조끼,3곡궁,1음전자 망토,1여신의 눈물,1연습용 장갑",영혼시비르
70,"3 학살자,3 용의 영혼,3 선봉대,2 흡수자,2 명사수,1 황제,1 무모한 자","서풍,모렐로노미콘,무한의 대검,수호자의 흉갑,최후의 속삭임,거인 학살자,용의 발톱,고속 연사포","트리스타나,브라움,파이크,세주아니,모르가나,올라프,아지르,사미라","2B.F. 대검,1뒤집개,2거인의 허리띠,1쓸데없이 큰 지팡이,1쇠사슬 조끼,4곡궁,3음전자 망토,2연습용 장갑",처형자신성
71,"3 학살자,3 용의 영혼,2 선봉대,2 명사수,1 황제,1 추방자,1 우두머리,1 무모한 자","즈롯 차원문,얼어붙은 심장,강철의 솔라리 펜던트,무한의 대검,수호 천사,고속 연사포,용의 발톱,보석 건틀릿,모렐로노미콘,거인 학살자,침묵의 장막","브라움,세주아니,올라프,트린다미어,요네,사미라,세트,스웨인,아지르","3B.F. 대검,2거인의 허리띠,3쓸데없이 큰 지팡이,4쇠사슬 조끼,4곡궁,2음전자 망토,1여신의 눈물,3연습용 장갑",대장군학살자
72,"4 선지자,3 조율자,3 암살자,2 흡수자,2 신비술사,1 추방자,1 닌자","무한의 대검,모렐로노미콘,마법공학 총검,정의의 손길,수호 천사,최후의 속삭임,정의의 손길,힘의 성배,수호 천사,강철의 솔라리 펜던트,도적의 장갑,수은,죽음의 검","잔나,파이크,이렐리아,모르가나,쉔,탈론,스웨인,요네","6B.F. 대검,1거인의 허리띠,3쓸데없이 큰 지팡이,3쇠사슬 조끼,1곡궁,2음전자 망토,3여신의 눈물,7연습용 장갑",귀감
73,"4 신성,2 처형자,2 조율자,2 영혼,2 신비술사,2 선봉대,1 닌자","지크의 전령,보석 건틀릿,수호 천사,모렐로노미콘,수은,고속 연사포,수은,정의의 손길","잭스,유미,이렐리아,킨드레드,세주아니,쉔,아트록스,케일","2B.F. 대검,2거인의 허리띠,2쓸데없이 큰 지팡이,1쇠사슬 조끼,2곡궁,2음전자 망토,1여신의 눈물,4연습용 장갑",처형자나무정령
74,"4 명사수,4 광신도,3 학살자,2 영혼,2 신비술사,2 선봉대,1 무모한 자","지크의 전령,강철의 솔라리 펜던트,푸른 파수꾼,최후의 속삭임,정의의 손길,수은,덤불 조끼,즈롯 차원문,모렐로노미콘,고속 연사포,루난의 허리케인","티모,파이크,유미,시비르,세주아니,아트록스,올라프,사미라,질리언","1B.F. 대검,3거인의 허리띠,2쓸데없이 큰 지팡이,3쇠사슬 조끼,5곡궁,2음전자 망토,3여신의 눈물,3연습용 장갑",처형자신성
75,"4 영혼,3 학살자,2 신비술사,2 명사수,1 추방자,1 무모한 자,1 닌자","강철의 솔라리 펜던트,루난의 허리케인,고속 연사포,수은,지크의 전령,라바돈의 죽음모자,모렐로노미콘,쇼진의 창","다이애나,잔나,티모,제드,유미,킨드레드,사미라,요네","2B.F. 대검,2거인의 허리띠,4쓸데없이 큰 지팡이,1쇠사슬 조끼,3곡궁,2음전자 망토,1여신의 눈물,1연습용 장갑",처형자조율자신성
76,"4 명사수,3 용의 영혼,3 광신도,2 영혼,2 신비술사,2 선봉대,1 무모한 자","정의의 손길,고속 연사포,수은,마법공학 총검,거인 학살자,정의의 손길,덫 발톱,스태틱의 단검,덫 발톱,수은,고속 연사포,죽음의 검,침묵의 장막","트리스타나,브라움,티모,시비르,유미,아트록스,사미라,질리언","4B.F. 대검,2거인의 허리띠,1쓸데없이 큰 지팡이,1쇠사슬 조끼,6곡궁,2음전자 망토,3여신의 눈물,7연습용 장갑",처형자신성
77,"4 조율자,4 선지자,2 흡수자,2 암살자,2 신성,2 신비술사,1 황제,1 추방자,1 닌자","보석 건틀릿,용의 발톱,용의 발톱,덤불 조끼,수호 천사,피바라기,무한의 대검,덫 발톱,워모그의 갑옷","나서스,잔나,파이크,이렐리아,모르가나,쉔,탈론,아지르,요네","3B.F. 대검,3거인의 허리띠,1쓸데없이 큰 지팡이,3쇠사슬 조끼,5음전자 망토,3연습용 장갑",귀감
78,"6 대장군,4 명사수,3 학살자,2 암살자,2 귀감,1 황제,1 무모한 자","쇼진의 창,보석 건틀릿,라바돈의 죽음모자,이온 충격기,즈롯 차원문,침묵의 장막,구인수의 격노검,쇼진의 창,침묵의 장막,최후의 속삭임","니달리,자르반 4세,티모,파이크,시비르,카타리나,트린다미어,아지르,사미라","2B.F. 대검,1거인의 허리띠,5쓸데없이 큰 지팡이,2쇠사슬 조끼,3곡궁,1음전자 망토,2여신의 눈물,4연습용 장갑",싸움꾼
79,"6 용의 영혼,3 학살자,3 요술사,2 선봉대,2 명사수,1 무모한 자","침묵의 장막,모렐로노미콘,보석 건틀릿,워모그의 갑옷,이온 충격기,용의 발톱,수호 천사,요술사의 모자,무한의 대검,거인의 결의","브랜드,트리스타나,브라움,파이크,아우렐리온 솔,아트록스,올라프,사미라","2B.F. 대검,1뒤집개,3거인의 허리띠,3쓸데없이 큰 지팡이,3쇠사슬 조끼,1곡궁,3음전자 망토,1여신의 눈물,3연습용 장갑",요술사
80,"4 영혼,4 명사수,3 용의 영혼,2 신비술사","최후의 속삭임,루난의 허리케인,수호 천사,지크의 전령,지크의 전령,모렐로노미콘,고속 연사포,수호 천사,용의 정령","다이애나,트리스타나,잔나,티모,시비르,유미,킨드레드,스웨인","4B.F. 대검,1뒤집개,3거인의 허리띠,2쓸데없이 큰 지팡이,2쇠사슬 조끼,4곡궁,1음전자 망토,1연습용 장갑",영혼시비르
81,"3 학살자,3 용의 영혼,2 조율자,2 암살자,2 명사수,1 황제,1 추방자,1 우두머리,1 무모한 자","태양불꽃 망토,정의의 손길,루난의 허리케인,수호 천사,최후의 속삭임,스태틱의 단검,요우무의 유령검,힘의 성배,거인의 결의,보석 건틀릿","트리스타나,파이크,올라프,아지르,리 신,사미라,세트,스웨인,요네","1B.F. 대검,1뒤집개,1거인의 허리띠,1쓸데없이 큰 지팡이,3쇠사슬 조끼,4곡궁,2음전자 망토,3여신의 눈물,4연습용 장갑",결투가
82,"6 용의 영혼,3 학살자,3 요술사","구원,라바돈의 죽음모자,구인수의 격노검,모렐로노미콘,덤불 조끼,용의 발톱,수호 천사","브랜드,트리스타나,룰루,브라움,파이크,아우렐리온 솔,올라프,스웨인","1B.F. 대검,2거인의 허리띠,4쓸데없이 큰 지팡이,3쇠사슬 조끼,1곡궁,2음전자 망토,1여신의 눈물",요술사
83,"6 학살자,2 명사수,2 결투가,1 추방자,1 우두머리,1 무모한 자","서풍,루난의 허리케인,루난의 허리케인,최후의 속삭임,고속 연사포,루난의 허리케인,용의 발톱,죽음의 검,수호 천사,루난의 허리케인,도적의 장갑,힘의 성배,라바돈의 죽음모자","파이크,다리우스,시비르,올라프,트린다미어,리 신,사미라,세트,요네","3B.F. 대검,1거인의 허리띠,2쓸데없이 큰 지팡이,1쇠사슬 조끼,7곡궁,8음전자 망토,1여신의 눈물,3연습용 장갑",처형자신성
84,"6 용의 영혼,3 학살자,2 선봉대,2 결투가","구원,용의 정령,수호 천사,힘의 성배,모렐로노미콘,결투가의 열정,최후의 속삭임,무한의 대검,수호 천사","브라움,파이크,쉬바나,트린다미어,세주아니,아우렐리온 솔,올라프,올라프","3B.F. 대검,2뒤집개,2거인의 허리띠,2쓸데없이 큰 지팡이,2쇠사슬 조끼,2곡궁,1음전자 망토,2여신의 눈물,2연습용 장갑",영혼시비르
85,"6 용의 영혼,3 학살자,3 요술사,2 선봉대","가고일 돌갑옷,모렐로노미콘,요술사의 모자,침묵의 장막,정의의 손길,고속 연사포,죽음의 검,고속 연사포,최후의 속삭임","브랜드,트리스타나,브라움,파이크,아트록스,아우렐리온 솔,올라프,트린다미어","2B.F. 대검,1뒤집개,1거인의 허리띠,1쓸데없이 큰 지팡이,2쇠사슬 조끼,5곡궁,1음전자 망토,2여신의 눈물,3연습용 장갑",결투가
86,"3 학살자,3 용의 영혼,3 명사수,2 조율자,2 신비술사,1 추방자,1 무모한 자,1 대장장이,1 닌자","수호 천사,정의의 손길,루난의 허리케인,나무정령 새싹,최후의 속삭임,덤불 조끼,힘의 성배,워모그의 갑옷,모렐로노미콘,마법공학 총검","트리스타나,파이크,쉔,올라프,스웨인,질리언,사미라,오른,요네","2B.F. 대검,1뒤집개,3거인의 허리띠,2쓸데없이 큰 지팡이,3쇠사슬 조끼,2곡궁,3음전자 망토,2여신의 눈물,2연습용 장갑",요술사
87,"6 용의 영혼,3 요술사,2 선봉대,1 황제","힘의 성배,힘의 성배,지크의 전령,서풍,수호 천사,정의의 손길,보석 건틀릿,쇼진의 창,거인 학살자","브랜드,룰루,브라움,쉬바나,아우렐리온 솔,아트록스,스웨인,아지르","4B.F. 대검,2거인의 허리띠,1쓸데없이 큰 지팡이,1쇠사슬 조끼,1곡궁,3음전자 망토,4여신의 눈물,2연습용 장갑",흡수자선지자
88,"4 조율자,3 처형자,2 신성,2 신비술사,2 귀감,1 황제,1 추방자,1 닌자","거인의 결의,무한의 대검,가고일 돌갑옷,거인 학살자,수은,고속 연사포,이온 충격기,즈롯 차원문,거인 학살자,지크의 전령,힘의 성배","킨드레드,이렐리아,쉔,자야,케일,아지르,아지르,요네,질리언","4B.F. 대검,2거인의 허리띠,1쓸데없이 큰 지팡이,2쇠사슬 조끼,6곡궁,4음전자 망토,1여신의 눈물,2연습용 장갑",처형자신성
89,"6 용의 영혼,5 요술사,3 학살자,2 선봉대","힘의 성배,이온 충격기,서풍,수호 천사,죽음의 검,무한의 대검,정의의 손길,요술사의 모자,수호자의 흉갑,요술사의 모자,모렐로노미콘","트위스티드 페이트,브랜드,파이크,브라움,아우렐리온 솔,올라프,트린다미어,스웨인","4B.F. 대검,3뒤집개,2거인의 허리띠,2쓸데없이 큰 지팡이,2쇠사슬 조끼,3음전자 망토,4여신의 눈물,2연습용 장갑",귀감
90,"7 선봉대,3 학살자,3 대장군,1 황제,1 대장장이","모렐로노미콘,수호자의 흉갑,용의 발톱,거인의 결의,거인의 결의,루난의 허리케인,정의의 손길,수호 천사","가렌,노틸러스,파이크,다리우스,세주아니,아트록스,트린다미어,아지르,오른","1B.F. 대검,1뒤집개,1거인의 허리띠,1쓸데없이 큰 지팡이,4쇠사슬 조끼,3곡궁,3음전자 망토,1여신의 눈물,1연습용 장갑",광신도
91,"4 처형자,4 신성,3 조율자,2 영혼,2 신비술사,2 결투가,1 추방자,1 닌자","덤불 조끼,스태틱의 단검,고속 연사포,구인수의 격노검,수은,도적의 장갑,워모그의 갑옷,덤불 조끼,라바돈의 죽음모자,수호 천사,워모그의 갑옷","잭스,유미,이렐리아,킨드레드,쉔,자야,케일,리 신,요네","1B.F. 대검,4거인의 허리띠,3쓸데없이 큰 지팡이,5쇠사슬 조끼,4곡궁,1음전자 망토,1여신의 눈물,3연습용 장갑",선봉신비우화
